number,date,title,url
WHA44.18,1991,"Assessment of new members and associate members: assessment of Belize
﻿",https://apps.who.int/iris/handle/10665/175294
WHA44.25,1991,"Human organ transplantation
﻿",https://apps.who.int/iris/handle/10665/175311
WHA44.7,1991,"Control of acute respiratory infections
﻿",https://apps.who.int/iris/handle/10665/175239
WHA44.11,1991,"Status of collection of assessed contributions and status of advances to the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/175259
WHA44.8,1991,"Tuberculosis control programme
﻿",https://apps.who.int/iris/handle/10665/175240
WHA44.22,1991,"Scale of assessments for the financial period 1992-1993
﻿",https://apps.who.int/iris/handle/10665/175304
WHA44.27,1991,"Urban health development
﻿",https://apps.who.int/iris/handle/10665/175363
WHA44.30,1991,"Method of work of the Health Assembly
﻿",https://apps.who.int/iris/handle/10665/175377
WHA44.16,1991,"Amendments to the financial regulations and rules
﻿",https://apps.who.int/iris/handle/10665/175271
WHA44.17,1991,"External auditor appointment
﻿",https://apps.who.int/iris/handle/10665/175284
WHA44.23,1991,"Recruitment of international staff in WHO: biennial report
﻿",https://apps.who.int/iris/handle/10665/175306
WHA44.15,1991,"Salaries and ungraded posts and of the Director-General
﻿",https://apps.who.int/iris/handle/10665/175269
WHA44.38,1991,"Health assistance to refugees and displaced persons in Cyprus
﻿",https://apps.who.int/iris/handle/10665/175422
WHA44.26,1991,"Smoking and travel
﻿",https://apps.who.int/iris/handle/10665/175345
WHA44.34,1991,"Traditional medicine and modern health care
﻿",https://apps.who.int/iris/handle/10665/175390
WHA44.14,1991,"Report on casual income
﻿",https://apps.who.int/iris/handle/10665/175266
WHA44.29,1991,"Real estate fund
﻿",https://apps.who.int/iris/handle/10665/175373
WHA44.21,1991,"Assessment of new members and associate members: assessment of the Federated States of Micronesia
﻿",https://apps.who.int/iris/handle/10665/175300
WHA44.13,1991,"Report on casual income
﻿",https://apps.who.int/iris/handle/10665/175264
WHA44.41,1991,"Emergency relief operations
﻿",https://apps.who.int/iris/handle/10665/175435
WHA44.12,1991,"Members in arrears in the payment of their contributions to an extent which would justify invoking Article 7 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/175261
WHA44.43,1991,"Collaboration within the United Nations system: health and medical assistance to Somalia
﻿",https://apps.who.int/iris/handle/10665/175442
WHA44.19,1991,"Assessment of new members and associate members: assessment of Tokelau
﻿",https://apps.who.int/iris/handle/10665/175295
WHA44.20,1991,"Assessment of new members and associate members: assessment of Marshall Islands
﻿",https://apps.who.int/iris/handle/10665/175298
WHA44.39,1991,"Liberation struggle in Southern Africa: assistance to the Front-Line States, Lesotho and Swaziland
﻿",https://apps.who.int/iris/handle/10665/175428
WHA44.10,1991,"Interim financial report on the accounts of WHO for 1990 and comments thereon of the Committee of the Executive Board to consider certain financial matters prior to the Health Assembly (‎Article 18(‎f)‎; Financial Regulations 11.3 and 12.9)‎
﻿",https://apps.who.int/iris/handle/10665/175255
WHA44.9,1991,"Leprosy
﻿",https://apps.who.int/iris/handle/10665/175244
WHA44.32,1991,"Collaboration within the United Nations system: health situation of the displaced persons in Iraq and the neighbouring countries
﻿",https://apps.who.int/iris/handle/10665/175384
WHA44.33,1991,"Collaboration within the United Nations system: world summit for children: follow-up action
﻿",https://apps.who.int/iris/handle/10665/175387
WHA44.28,1991,"Water and environmental sanitation
﻿",https://apps.who.int/iris/handle/10665/175367
WHA44.37,1991,"Health and medical assistance to Lebanon
﻿",https://apps.who.int/iris/handle/10665/175418
WHA44.40,1991,"Reconstruction and development of the health sector in Namibia
﻿",https://apps.who.int/iris/handle/10665/175431
WHA44.42,1991,"Women, health, and development
﻿",https://apps.who.int/iris/handle/10665/175440
WHA44.36,1991,"International programme to mitigate the health effects of the Chernobyl accident
﻿",https://apps.who.int/iris/handle/10665/175395
WHA44.4,1991,"Research and development in the field of children's vaccines
﻿",https://apps.who.int/iris/handle/10665/174240
WHA44.5,1991,"Eradication of dracunculiasis
﻿",https://apps.who.int/iris/handle/10665/174241
WHA44.3,1991,"Admission of new members and associate members
﻿",https://apps.who.int/iris/handle/10665/174239
WHA44.1,1991,"Admission of new members and associate members
﻿",https://apps.who.int/iris/handle/10665/174237
WHA44.6,1991,"Cholera
﻿",https://apps.who.int/iris/handle/10665/175235
WHA44.2,1991,"Admission of new members and associate members
﻿",https://apps.who.int/iris/handle/10665/174238
WHA45.3,1992,"Admission of new members and associate members
﻿",https://apps.who.int/iris/handle/10665/175730
WHA45.24,1992,"Collaboration within the United Nations system: general matters: health and development
﻿",https://apps.who.int/iris/handle/10665/175800
WHA45.27,1992,"WHO action programme on essential drugs
﻿",https://apps.who.int/iris/handle/10665/175827
WHA45.17,1992,"Immunization and vaccine quality
﻿",https://apps.who.int/iris/handle/10665/175778
WHA45.32,1992,"International Programme on Chemical Safety
﻿",https://apps.who.int/iris/handle/10665/175842
WHA45.33,1992,"National strategies for overcoming micronutrient malnutrition
﻿",https://apps.who.int/iris/handle/10665/175843
WHA45.1,1992,"Admission of new members and associate members
﻿",https://apps.who.int/iris/handle/10665/175727
WHA45.5,1992,"Strengthening nursing and midwifery in support of strategies for health for all
﻿",https://apps.who.int/iris/handle/10665/175736
WHA45.8,1992,"Members in arrears in the payment of their contributions to an extent which would justify invoking Article 7 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/175742
WHA45.23,1992,"Arrears of contributions payable by formerly inactive members Belarus and Ukraine
﻿",https://apps.who.int/iris/handle/10665/175797
WHA45.2,1992,"Admission of new members and associate members
﻿",https://apps.who.int/iris/handle/10665/175728
WHA45.7,1992,"Status of collection of assessed contributions and status of advances to the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/175740
WHA45.4,1992,"Implementation of the global strategy for health for all by the year 2000, second evaluation; and eighth report on the world health situation
﻿",https://apps.who.int/iris/handle/10665/175734
WHA45.13,1992,"Assessment of new members and associate members: assessments of Armenia, Georgia, Kyrgyzstan, Moldova and Tajikistan
﻿",https://apps.who.int/iris/handle/10665/175767
WHA45.11,1992,"Assessment of new members and associate members: assessments of Latvia and Lithuania
﻿",https://apps.who.int/iris/handle/10665/175759
WHA45.10,1992,"Disability prevention and rehabilitation
﻿",https://apps.who.int/iris/handle/10665/175755
WHA45.6,1992,"Financial report on the accounts of WHO for the financial period 1990-1991, report of the external auditor, and comments thereon of the Committee of the Executive Board to consider certain financial matters prior to the Health Assembly (‎Article 18(‎f)‎; Financial Regulations 11.3 and 12.9)‎
﻿",https://apps.who.int/iris/handle/10665/175738
WHA45.9,1992,"Real estate fund
﻿",https://apps.who.int/iris/handle/10665/175745
WHA45.16,1992,"Salaries and allowances for ungraded posts and the Director-General
﻿",https://apps.who.int/iris/handle/10665/175773
WHA45.12,1992,"Assessment of new members and associate members: assessment of Puerto Rico
﻿",https://apps.who.int/iris/handle/10665/175764
WHA45.25WHA45.25 Rev.1,1992,"Collaboration within the United Nations system: general matters: women, health and development
﻿",https://apps.who.int/iris/handle/10665/175805
WHA45.22,1992,"Child health and development: health of the newborn
﻿",https://apps.who.int/iris/handle/10665/175795
WHA45.15,1992,"Scale of assessments for the second year of the financial period 1992-1993
﻿",https://apps.who.int/iris/handle/10665/175771
WHA45.14,1992,"Assessment of new members and associate members: assessment of Slovenia
﻿",https://apps.who.int/iris/handle/10665/175769
WHA45.31,1992,"Health and Environment
﻿",https://apps.who.int/iris/handle/10665/175841
WHA45.21,1992,"Collaboration within the United Nations system: health assistance to specific countries
﻿",https://apps.who.int/iris/handle/10665/175791
WHA45.18,1992,"Collaboration within the United Nations system: general matters
﻿",https://apps.who.int/iris/handle/10665/175781
WHA45.34,1992,"Infant and young child nutrition (‎progress and evaluation report; and status of implementation of the International Code of Marketing of Breast-milk Substitutes)‎
﻿",https://apps.who.int/iris/handle/10665/175846
WHA45.26,1992,"Health conditions of the Arab population in the occupied Arab territories, including Palestine
﻿",https://apps.who.int/iris/handle/10665/175806
WHA45.29,1992,"Proposed guidelines on the WHO Certification Scheme on the Quality of Pharmaceutical Products Moving in International Commerce
﻿",https://apps.who.int/iris/handle/10665/175835
WHA45.35,1992,"Global strategy for the prevention and control of AIDS
﻿",https://apps.who.int/iris/handle/10665/175858
WHA45.28,1992,"Harmonizing drug regulations
﻿",https://apps.who.int/iris/handle/10665/175832
WHA45.30,1992,"WHO ethical criteria for medicinal drug promotion
﻿",https://apps.who.int/iris/handle/10665/175838
WHA45.20,1992,"Collaboration within the United Nations system: general matters: multisectoral collaboration on WHO's programme on tobacco or health
﻿",https://apps.who.int/iris/handle/10665/175789
WHA45.19,1992,"Support to drought-stricken countries of Southern Africa
﻿",https://apps.who.int/iris/handle/10665/175782
WHA46.26,1993,"Health conditions of the Arab population in the occupied Arab territories, including Palestine
﻿",https://apps.who.int/iris/handle/10665/176468
WHA46.39,1993,"Health and medical services in times of armed conflict
﻿",https://apps.who.int/iris/handle/10665/176491
WHA46.18,1993,"Maternal and child health and family planning for health
﻿",https://apps.who.int/iris/handle/10665/176459
WHA46.9,1993,"Status of collection of assessed contributions and status of advances to the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/176445
WHA46.17,1993,"Health development in a changing world - a call for collective action
﻿",https://apps.who.int/iris/handle/10665/176458
WHA46.35,1993,"Budgetary reform
﻿",https://apps.who.int/iris/handle/10665/176484
WHA46.8,1993,"Use of tobacco within United Nations system buildings
﻿",https://apps.who.int/iris/handle/10665/176443
WHA46.15,1993,"Scale of assessments for the financial period 1994-1995
﻿",https://apps.who.int/iris/handle/10665/176455
WHA46.30,1993,"Increased support under the programme of intensified cooperation with countries in greatest need, in particular for the African countries
﻿",https://apps.who.int/iris/handle/10665/176475
WHA46.21,1993,"Special report of the external auditor
﻿",https://apps.who.int/iris/handle/10665/176462
WHA46.32,1993,"Control of malaria
﻿",https://apps.who.int/iris/handle/10665/176478
WHA46.37,1993,"Study of a United Nations programme on HIV/AIDS
﻿",https://apps.who.int/iris/handle/10665/176488
WHA46.19,1993,"Nonproprietary names for pharmaceutical substances
﻿",https://apps.who.int/iris/handle/10665/176460
WHA46.29,1993,"Collaboration within the United Nations system: health assistance to specific countries
﻿",https://apps.who.int/iris/handle/10665/176473
WHA46.34,1993,"Appropriation resolution for the financial period 1994-1995
﻿",https://apps.who.int/iris/handle/10665/176483
WHA46.2,1993,"Appointment of the Director-General
﻿",https://apps.who.int/iris/handle/10665/176435
WHA46.14,1993,"Assessment of new members and associate members: assessment of Tuvalu
﻿",https://apps.who.int/iris/handle/10665/176453
WHA46.12,1993,"Assessment of the Czech Republic and the Slovak Republic
﻿",https://apps.who.int/iris/handle/10665/176450
WHA46.13,1993,"Assessment of new members and associate members: assessment of the former Yugoslav Republic of Macedonia
﻿",https://apps.who.int/iris/handle/10665/176452
WHA46.25,1993,"Salaries for ungraded posts and the Director-General
﻿",https://apps.who.int/iris/handle/10665/176466
WHA46.7,1993,"International Conference on Nutrition: follow-up action
﻿",https://apps.who.int/iris/handle/10665/176442
WHA46.31,1993,"Dengue prevention and control
﻿",https://apps.who.int/iris/handle/10665/176476
WHA46.16,1993,"WHO response to global change
﻿",https://apps.who.int/iris/handle/10665/176456
WHA46.38,1993,"Meritorious within-grade increases
﻿",https://apps.who.int/iris/handle/10665/176489
WHA46.3,1993,"Contract of the Director-General
﻿",https://apps.who.int/iris/handle/10665/176436
WHA46.6,1993,"Emergency and humanitarian relief operations
﻿",https://apps.who.int/iris/handle/10665/176440
WHA46.4,1993,"Admission of new members and associate members
﻿",https://apps.who.int/iris/handle/10665/176437
WHA46.40,1993,"Health and environmental effects of nuclear weapons
﻿",https://apps.who.int/iris/handle/10665/176493
WHA46.28,1993,"Health assistance to specific countries
﻿",https://apps.who.int/iris/handle/10665/176472
WHA46.23,1993,"Recruitment of international staff in WHO: geographical representation
﻿",https://apps.who.int/iris/handle/10665/176464
WHA46.11,1993,"Method of work of the Health Assembly
﻿",https://apps.who.int/iris/handle/10665/176449
WHA46.22,1993,"Real estate fund
﻿",https://apps.who.int/iris/handle/10665/176463
WHA46.33,1993,"Eradication of poliomyelitis
﻿",https://apps.who.int/iris/handle/10665/176481
WHA46.1,1993,"Participation of the Federal Republic of Yugoslavia (‎Serbia and Montenegro)‎ in the principal and subsidiary organs of WHO
﻿",https://apps.who.int/iris/handle/10665/176433
WHA46.27,1993,"Collaboration within the United Nations system: International Year of the Family (‎1994)‎
﻿",https://apps.who.int/iris/handle/10665/176470
WHA46.20,1993,"WHO global strategy for health and environment
﻿",https://apps.who.int/iris/handle/10665/176461
WHA46.36,1993,"Tuberculosis programme
﻿",https://apps.who.int/iris/handle/10665/176486
WHA46.24,1993,"Recruitment of international staff in WHO: employment and participation of women
﻿",https://apps.who.int/iris/handle/10665/176465
WHA46.5,1993,"Interim financial report on the accounts of WHO for 1992 and comments thereon of the Committee of the Executive Board to consider certain financial matters prior to the Health Assembly (‎Article 18(‎f)‎; Financial Regulations 11.3 and 12.9)‎
﻿",https://apps.who.int/iris/handle/10665/176439
WHA47.28,1994,"Collaboration within the United Nations system and with other intergovernmental organizations: health assistance to specific countries
﻿",https://apps.who.int/iris/handle/10665/177398
WHA47.22,1994,"Assessment of Eritrea
﻿",https://apps.who.int/iris/handle/10665/177390
WHA47.21,1994,"Assessment of the Czech Republic and Slovakia
﻿",https://apps.who.int/iris/handle/10665/177389
WHA47.29,1994,"Rwanda
﻿",https://apps.who.int/iris/handle/10665/177399
WHA47.20,1994,"Review of the working capital fund
﻿",https://apps.who.int/iris/handle/10665/177388
WHA47.27,1994,"International Decade of the World's Indigenous People
﻿",https://apps.who.int/iris/handle/10665/177395
WHA47.30,1994,"Health conditions of the Arab populations in the occupied Arab territories, including Palestine
﻿",https://apps.who.int/iris/handle/10665/177403
WHA47.4,1994,"Ninth general programme of work (‎covering the period 1996-2001)‎
﻿",https://apps.who.int/iris/handle/10665/177372
WHA47.13,1994,"Implementation of WHO's revised drug strategy: rational use of drugs; and WHO'S Action Programme on Essential Drugs
﻿",https://apps.who.int/iris/handle/10665/177381
WHA47.8,1994,"Budgetary reform
﻿",https://apps.who.int/iris/handle/10665/177376
WHA47.18,1994,"Consideration of the situation of certain Member States falling under the purview of Article 7 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/177386
WHA47.26,1994,"Cooperation agreement with the African Development Bank and the African Development Fund
﻿",https://apps.who.int/iris/handle/10665/177394
WHA47.5,1994,"Infant and young child nutrition
﻿",https://apps.who.int/iris/handle/10665/177373
WHA47.6,1994,"WHO response to global change: Programme Development Committee
﻿",https://apps.who.int/iris/handle/10665/177374
WHA47.24,1994,"Assessment of Nauru
﻿",https://apps.who.int/iris/handle/10665/177392
WHA47.23,1994,"Assessment of Niue
﻿",https://apps.who.int/iris/handle/10665/177391
WHA47.11,1994,"Implementation of WHO's revised drug strategy: revision and amendment of WHO's good manufacturing practices for pharmaceutical products
﻿",https://apps.who.int/iris/handle/10665/177379
WHA47.25,1994,"Real estate fund
﻿",https://apps.who.int/iris/handle/10665/177393
WHA47.17,1994,"Implementation of WHO's revised drug strategy: safety, efficacy and quality of pharmaceuticals
﻿",https://apps.who.int/iris/handle/10665/177385
WHA47.7,1994,"Budgetary reform: Administration, Budget and Finance Committee
﻿",https://apps.who.int/iris/handle/10665/177375
WHA47.12,1994,"Role of the pharmacist in support of the WHO revised drug strategy
﻿",https://apps.who.int/iris/handle/10665/177380
WHA47.9,1994,"Maternal and child health and family planning: quality of care
﻿",https://apps.who.int/iris/handle/10665/177377
WHA47.10,1994,"Maternal and child health and family planning: traditional practices harmful to the health of women and children
﻿",https://apps.who.int/iris/handle/10665/177378
WHA47.15,1994,"Financial report and audited financial statements for the financial period 1 January 1992 - 31 December 1993 and report of the external auditor to the World Health Assembly
﻿",https://apps.who.int/iris/handle/10665/177383
WHA47.19,1994,"Status of collection of assessed contributions and status of advances to the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/177387
WHA47.14,1994,"WHO response to global change: Health Assembly resolutions
﻿",https://apps.who.int/iris/handle/10665/177382
WHA47.16,1994,"WHO ethical criteria for medicinal drug promotion
﻿",https://apps.who.int/iris/handle/10665/177384
WHA47.1,1994,"Rights and privileges of South Africa
﻿",https://apps.who.int/iris/handle/10665/177369
WHA47.2,1994,"Admission of new members and associate members
﻿",https://apps.who.int/iris/handle/10665/177370
WHA47.3,1994,"Admission of new members and associate members
﻿",https://apps.who.int/iris/handle/10665/177371
WHA47.31,1994,"Salaries for ungraded posts and the Director-General
﻿",https://apps.who.int/iris/handle/10665/177405
WHA48.5,1995,"Status of collection of assessed contributions and status of advances to the Working Capital Fund
﻿",https://apps.who.int/iris/handle/10665/178401
WHA48.1,1995,"Transfer of Mongolia to the Western Pacific Region
﻿",https://apps.who.int/iris/handle/10665/178397
WHA48.3,1995,"Intensified cooperation with countries in greatest need
﻿",https://apps.who.int/iris/handle/10665/178399
WHA48.12,1995,"Control of diarrhoeal diseases and acute respiratory infections: integrated management of the sick child
﻿",https://apps.who.int/iris/handle/10665/178408
WHA48.10,1995,"Reproductive health: WHO's role in the global strategy
﻿",https://apps.who.int/iris/handle/10665/178406
WHA48.8,1995,"Reorientating medical education and medical practice for health for all
﻿",https://apps.who.int/iris/handle/10665/178404
WHA48.7,1995,"Revision and updating of the International Health Regulations
﻿",https://apps.who.int/iris/handle/10665/178403
WHA48.6,1995,"Members in arrears in the payment of their contributions to an extent which would justify invoking Article 7 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/178402
WHA48.9,1995,"Prevention of hearing impairment
﻿",https://apps.who.int/iris/handle/10665/178405
WHA48.19,1995,"Assessment of new Members and Associate Members: assessment of Palau
﻿",https://apps.who.int/iris/handle/10665/178434
WHA48.30,1995,"Establishment of the joint and cosponsored United Nations programme on HIV/AIDS (‎""UNAIDS"")‎
﻿",https://apps.who.int/iris/handle/10665/178452
WHA48.31,1995,"Collaboration within the United Nations system and with other intergovernmental organizations: health assistance to specific countries
﻿",https://apps.who.int/iris/handle/10665/178453
WHA48.16,1995,"WHO response to global change: renewing the health-for-all strategy
﻿",https://apps.who.int/iris/handle/10665/178427
WHA48.13,1995,"Communicable diseases prevention and control: new, emerging and re-emerging infectious diseases
﻿",https://apps.who.int/iris/handle/10665/178421
WHA48.14,1995,"WHO response to global change: review of the Constitution of the World Health Organization
﻿",https://apps.who.int/iris/handle/10665/178422
WHA48.15,1995,"WHO response to global change
﻿",https://apps.who.int/iris/handle/10665/178424
WHA48.17,1995,"WHO response to global change: technical discussions
﻿",https://apps.who.int/iris/handle/10665/178431
WHA48.26,1995,"Reorientation of allocations
﻿",https://apps.who.int/iris/handle/10665/178443
WHA48.11,1995,"An international strategy for tobacco control
﻿",https://apps.who.int/iris/handle/10665/178407
WHA48.4,1995,"Interim financial report on the accounts of WHO for 1994 and comments thereon of the Administration, Budget and Finance Committee: interim financial report for the year 1994
﻿",https://apps.who.int/iris/handle/10665/178400
WHA48.2,1995,"Emergency and humanitarian action
﻿",https://apps.who.int/iris/handle/10665/178398
WHA48.32,1995,"Appropriation resolution for the financial period 1996-1997
﻿",https://apps.who.int/iris/handle/10665/178454
WHA48.23,1995,"Salaries for ungraded posts and the Director-General
﻿",https://apps.who.int/iris/handle/10665/178439
WHA48.18,1995,"Appointment of external auditor
﻿",https://apps.who.int/iris/handle/10665/178433
WHA48.20,1995,"Scale of assessment for the financial period 1996-1997
﻿",https://apps.who.int/iris/handle/10665/178435
WHA48.25,1995,"Consolidating budgetary reform
﻿",https://apps.who.int/iris/handle/10665/178442
WHA48.21,1995,"Review of the working capital fund
﻿",https://apps.who.int/iris/handle/10665/178437
WHA48.22,1995,"Real estate fund
﻿",https://apps.who.int/iris/handle/10665/178438
WHA48.24,1995,"International Decade of the World's Indigenous People
﻿",https://apps.who.int/iris/handle/10665/178441
WHA48.29,1995,"Health conditions of, and assistance to, the Arab population in the occupied Arab territories, including Palestine
﻿",https://apps.who.int/iris/handle/10665/178447
WHA48.28,1995,"Recruitment of international staff in WHO: geographical representation
﻿",https://apps.who.int/iris/handle/10665/178446
WHA48.27,1995,"Paris AIDS Summit
﻿",https://apps.who.int/iris/handle/10665/178444
WHA49.2,1996,"Financial report on the accounts of WHO for the financial period 1994-1995, report of the External Auditor, and comments thereon of the Administration, Budget and Finance Committee (‎Article 18(‎f)‎; Financial Regulations 11.3 and 12.9)‎
﻿",https://apps.who.int/iris/handle/10665/179390
WHA49.4,1996,"Members in arrears in the payment of their contributions to an extent which would justify invoking Article 7 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/179403
WHA49.10,1996,"Smallpox eradication - destruction of variola virus stocks
﻿",https://apps.who.int/iris/handle/10665/179420
WHA49.7,1996,"Report of the ad hoc group
﻿",https://apps.who.int/iris/handle/10665/179413
WHA49.6,1996,"Reassignment of member states to regions
﻿",https://apps.who.int/iris/handle/10665/179409
WHA49.11,1996,"New, emerging, and re-emerging infectious diseases: special programme on malaria
﻿",https://apps.who.int/iris/handle/10665/179424
WHA49.9,1996,"Personnel matters: employment and participation of women in the work of WHO
 ﻿",https://apps.who.int/iris/handle/10665/179418
WHA49.15,1996,"Infant and young child nutrition
﻿",https://apps.who.int/iris/handle/10665/179437
WHA49.8,1996,"Real estate fund
﻿",https://apps.who.int/iris/handle/10665/179415
WHA49.18,1996,"Collaboration within the United Nations system and with other intergovernmental organizations: supply of controlled drugs for emergency care
﻿",https://apps.who.int/iris/handle/10665/179442
WHA49.14,1996,"Revised drug strategy
﻿",https://apps.who.int/iris/handle/10665/179434
WHA49.12,1996,"WHO global strategy for occupational health for all
﻿",https://apps.who.int/iris/handle/10665/179429
WHA49.16,1996,"Tobacco-or-health programme
﻿",https://apps.who.int/iris/handle/10665/179438
WHA49/17,1996,"International framework convention for tobacco control
﻿",https://apps.who.int/iris/handle/10665/179440
WHA49.13,1996,"Prevention and control of iodine deficiency disorders
﻿",https://apps.who.int/iris/handle/10665/179432
WHA49.22,1996,"Collaboration within the United Nations system and with other intergovernmental organizations: International Programme to mitigate the Health Effects of the Chernobyl Accident (‎IPHECA)‎
﻿",https://apps.who.int/iris/handle/10665/179452
WHA49.23,1996,"WHO reform and response to global change: progress report on reform (‎Personnel policy)‎
﻿",https://apps.who.int/iris/handle/10665/179456
WHA49.25,1996,"Prevention of violence: public health priority
﻿",https://apps.who.int/iris/handle/10665/179463
WHA49.27,1996,"Collaboration within the United Nations system and with other intergovernmental organizations: joint United Nations Programme on HIV/AIDS (‎UNAIDS)‎
﻿",https://apps.who.int/iris/handle/10665/179468
WHA49.26,1996,"Collaboration within the United Nations system and with other intergovernmental organizations: International Decade of the World's Indigenous People
﻿",https://apps.who.int/iris/handle/10665/179465
WHA49.20,1996,"Collaboration within the United Nations system and with other intergovernmental organizations: orientation of WHO policy in support of African recovery and development
﻿",https://apps.who.int/iris/handle/10665/179447
WHA49.21,1996,"Collaboration within the United Nations system and with other intergovernmental organizations: strengthening of the coordination of emergency humanitarian assistance
﻿",https://apps.who.int/iris/handle/10665/179450
WHA49.28,1996,"Collaboration within the United Nations system and with other intergovernmental organizations: health assistance to specific countries
﻿",https://apps.who.int/iris/handle/10665/179576
WHA49.24,1996,"Health conditions of, and assistance to, the Arab population in the occupied Arab territories, including Palestine
﻿",https://apps.who.int/iris/handle/10665/179461
WHA49.19,1996,"Collaboration within the United Nations system and with other intergovernmental organizations: WHO policy on collaboration with partners for health development
﻿",https://apps.who.int/iris/handle/10665/179445
WHA49.1,1996,"Strengthening nursing and midwifery
﻿",https://apps.who.int/iris/handle/10665/179388
WHA49.3,1996,"Status of collection of assessed contributions
﻿",https://apps.who.int/iris/handle/10665/179401
WHA49.5,1996,"Arrears of contributions of South Africa
﻿",https://apps.who.int/iris/handle/10665/179407
WHA49.29,1996,"Modification of regulations for expert advisory panels and committees
﻿",https://apps.who.int/iris/handle/10665/179577
WHA50.24,1997,"Financing of the WHO worldwide management information system through the use of casual income
﻿",https://apps.who.int/iris/handle/10665/179760
WHA50.22,1997,"Arrears of payment, Bosnia and Herzegovina
﻿",https://apps.who.int/iris/handle/10665/179747
WHA50.26,1997,"Proposed programme budget for the 1998-1999 biennium: reallocation to priority health programmes of amounts resulting from measures to increase efficiency
﻿",https://apps.who.int/iris/handle/10665/179765
WHA50.4,1997,"Cross-border advertising, promotion and sale of medical products through the Internet
﻿",https://apps.who.int/iris/handle/10665/179727
WHA50.2,1997,"WHO collaborating centres
﻿",https://apps.who.int/iris/handle/10665/179725
WHA50.6,1997,"Transfer of funds from the Executive Board Special Fund to the Special Account for Disasters and Natural Catastrophes in the Voluntary Fund for Health Promotion
﻿",https://apps.who.int/iris/handle/10665/179729
WHA50.9,1997,"Assessment of Andorra for 1997
﻿",https://apps.who.int/iris/handle/10665/179732
WHA50.27,1997,"Strengthening health systems in developing countries
﻿",https://apps.who.int/iris/handle/10665/179768
WHA50.12,1997,"Establishment of the International Vaccine Institute
﻿",https://apps.who.int/iris/handle/10665/179735
WHA50.25,1997,"Proposed appropriation resolution for the financial period 1998-1999
﻿",https://apps.who.int/iris/handle/10665/179762
WHA50.14,1997,"Protection of the marine environment
﻿",https://apps.who.int/iris/handle/10665/179737
WHA50.1,1997,"Reimbursement of travelling expenses for attendance at the Health Assembly
﻿",https://apps.who.int/iris/handle/10665/179724
WHA50.11,1997,"Relocation of the Regional Office for the Eastern Mediterranean from Alexandria to Cairo
﻿",https://apps.who.int/iris/handle/10665/179734
WHA50.30,1997,"Arrears of payment, Cuba
﻿",https://apps.who.int/iris/handle/10665/179776
WHA50.29,1997,"Elimination of lymphatic filariasis as a public health problem
﻿",https://apps.who.int/iris/handle/10665/179773
WHA50.37,1997,"Cloning in human reproduction
﻿",https://apps.who.int/iris/handle/10665/179791
WHA50.35,1997,"Eradication of dracunculiasis
﻿",https://apps.who.int/iris/handle/10665/179788
WHA50.33,1997,"Scale of assessments for the financial period 1998-1999
﻿",https://apps.who.int/iris/handle/10665/179784
WHA50.38,1997,"Health conditions of, and assistance to, the Arab population in the occupied Arab territories, including Palestine
﻿",https://apps.who.int/iris/handle/10665/179793
WHA50.34,1997,"Malaria prevention and control
﻿",https://apps.who.int/iris/handle/10665/179785
WHA50.23,1997,"Report of the task force on health in development
﻿",https://apps.who.int/iris/handle/10665/179758
WHA50.18,1997,"Method of work of the Health Assembly and proposed amendments to its Rules of Procedure
﻿",https://apps.who.int/iris/handle/10665/179741
WHA50.36,1997,"African trypanosomiasis
﻿",https://apps.who.int/iris/handle/10665/179789
WHA50.28,1997,"WHO reform: linking the renewed health-for-all strategy with the Tenth General Programme of Work, programme budgeting and evaluation
﻿",https://apps.who.int/iris/handle/10665/179771
WHA50.7,1997,"Status of collection of assessed contributions
﻿",https://apps.who.int/iris/handle/10665/179730
WHA50.10,1997,"Real estate fund
﻿",https://apps.who.int/iris/handle/10665/179733
WHA50.5,1997,"Interim financial report for the year 1996
﻿",https://apps.who.int/iris/handle/10665/179728
WHA50.3,1997,"Guidelines on the WHO Certification Scheme on the Quality of Pharmaceutical Products moving in International Commerce
﻿",https://apps.who.int/iris/handle/10665/179726
WHA50.13,1997,"Promotion of chemical safety, with special attention to persistent organic pollutants
﻿",https://apps.who.int/iris/handle/10665/179736
WHA50.8,1997,"Members in arrears in the payment of their contributions to an extent which would justify invoking Article 7 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/179731
WHA50.16,1997,"Employment and participation of women in the work of WHO
﻿",https://apps.who.int/iris/handle/10665/179739
WHA50.15,1997,"Recruitment of international staff in WHO: geographical representation
﻿",https://apps.who.int/iris/handle/10665/179738
WHA50.20,1997,"Quality of biological products moving in international commerce
﻿",https://apps.who.int/iris/handle/10665/179743
WHA50.19,1997,"Prevention of violence
﻿",https://apps.who.int/iris/handle/10665/179742
WHA50.17,1997,"Salaries for ungraded posts and the Director-General
﻿",https://apps.who.int/iris/handle/10665/179740
